#  #1,  #2,  #3,  #4 
0.00,-0.36,0.78,0.00
0.00,-0.74,-0.97,-0.49
0.00,-0.49,28.82,-0.86
0.00,11.96,116.43,2.89
0.00,4.50,3.97,73.05
0.00,0.00,-0.86,31.97
-0.49,-0.58,17.03,0.00
-0.59,-0.61,22.52,-0.49
-0.49,15.44,66.96,-0.52
10.88,16.94,195.55,10.30
10.74,-0.31,-0.49,145.07
3.46,0.00,-0.83,22.65
-0.49,79.13,-0.10,0.00
-0.41,157.12,12.31,20.74
25.66,201.22,0.00,68.64
255.13,84.71,22.66,106.96
-0.20,-0.36,-0.20,37.00
5.69,0.00,-0.79,0.00
5.25,0.00,0.00,0.00
115.32,-0.20,0.00,0.64
18.36,0.00,0.00,0.00
16.62,0.00,0.00,0.00
-0.36,-0.59,0.00,0.86
-0.59,0.00,0.00,-0.49
